,hitrate
0,0.4863037085093647
1,0.5653324983886551
2,0.5928579292613351
3,0.291493773935362
4,0.3805923889346603
5,0.4236069291430392
6,0.5557619706060526
7,0.8920695405822349
8,0.386147363551194
9,0.5382154246606721
10,0.5778765914248016
11,0.9475432070196335
12,0.28573905475704137
13,0.2511874080778466
14,0.4400479060320479
15,0.22995281431330564
16,0.5165696855649466
17,0.6625380616939002
18,0.2524835082587566
19,0.9988657104990464
20,0.4167898155657539
21,0.8631818877416431
22,0.7436590387942573
23,0.3306816739339789
24,0.42212817956636006
25,0.9731441820523064
26,0.1786952813922616
27,0.5138300356549024
28,0.7417109547394072
29,0.19503178979134742
30,0.48347081168578737
31,0.6404432716198726
32,0.8303491538507312
33,0.33956563958896085
34,0.5369632258767428
35,0.9687515381673709
36,0.39483820506268474
37,0.054364748305395
38,0.3431116299216925
39,0.6510062025232636
40,0.7936062902397424
41,0.5716009669858167
42,0.850606282650581
43,0.4920923244998354
44,0.6225064270863111
45,0.8148441632495025
46,0.3635602352479819
47,0.4153155779305338
48,0.3676993054133861
49,0.4321412881179313
50,0.4508514180785203
51,0.37271112538461504
52,0.9200882891235276
53,0.2954838016117645
54,0.23677766882743048
55,0.53499320386266
56,0.7340283013914812
57,0.46705566136661686
58,0.7222208748922381
59,0.8589609668092494
60,0.5059664922546288
61,0.2234248616156579
62,0.5562802595881422
63,0.8651348503629407
64,0.21167212632281673
65,0.5916246195467135
66,0.3560008728973541
67,0.912100687148307
68,0.34296442145177686
69,0.4526122425255249
70,0.9293745366716059
71,0.9650955119192158
72,0.6027432326332822
73,0.5643893272132454
74,0.18493833264894083
75,0.9985497733066695
76,0.725598927578448
77,0.5216288962996896
78,0.8687931823640953
79,0.7546943414387984
80,0.2635093577347822
81,0.527767142788267
82,0.33880153834289495
83,0.48522033683142834
84,0.5379528336033171
85,0.4982861891912895
86,0.3553139511294456
87,0.5175978356562645
88,0.31451294623491655
89,0.6089887165174521
90,0.7167295897976916
91,0.2693614031053477
92,0.70866007063743
93,0.7113359033517812
94,0.5464406578962254
95,0.35272612342383997
96,0.39412888324051104
97,0.4480122323384756
98,0.6168064985336995
99,1.0
