,hitrate
0,0.5243293066233122
1,0.5367409476618838
2,0.2302263131133576
3,0.0959756930751625
4,0.1648597015710935
5,0.33299978933322943
6,0.2522805559369028
7,0.3635106454145356
8,0.5617893678515109
9,0.06317885698937176
10,0.16942163836757354
11,0.5893439715267882
12,0.11758438159971979
13,0.25724703809722244
14,0.562920706085508
15,0.37254161165679406
16,0.4206558608705621
17,0.08263906864891521
18,0.7525723742700804
19,0.059815244795947756
20,0.3668664402255534
21,0.18093241196173743
22,0.5666508304298178
23,0.08561842016864897
24,0.5858308150992456
25,0.10360404893798535
26,0.3744987147645804
27,0.49459726838588164
28,0.3704066335138298
29,0.4700372483064614
30,0.24777201654381198
31,0.42157320283425176
32,0.09968903820752589
33,0.10098366506055054
34,0.5387435024571839
35,0.6952326533659569
36,0.4417460309436016
37,0.3058118978707721
38,0.45133829671266323
39,0.30552904844251116
40,0.35945338776421254
41,0.5406009245192429
42,0.8608890918319423
43,0.4135826269881064
44,0.5049057486583086
45,0.18706093561395012
46,0.16703206797758682
47,0.03305341188419919
48,0.5273065467217302
49,0.6207190436175114
50,0.2165569503057525
51,0.12508656071115887
52,0.27912101969664893
53,0.020381287109953374
54,0.46732594354048773
55,0.33791935426636927
56,0.1827649892955065
57,0.2443146438812182
58,0.6251215325565472
59,0.3494155810908895
60,0.24692422637711278
61,0.32909763741794407
62,0.5607417055701839
63,0.2689796515602131
64,0.25981371541266485
65,0.5963009096521561
66,0.24016043644009513
67,0.5266416202156338
68,0.17047187679345813
69,0.12341596293468605
70,0.4688523612660568
71,0.2704116379003723
72,0.2932901443985722
73,0.3833571260693091
74,0.18255411334043245
75,0.4373198760264114
76,0.28849641778486884
77,0.4780242132502668
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.0
86,0.0
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
