,hitrate
0,0.3351404151942402
1,0.4219912232982059
2,0.01691711946528908
3,0.10502058242836831
4,0.3818106403296414
5,0.35176058565531143
6,0.2602602921655884
7,0.5469398457760852
8,0.3625979290976867
9,0.02748239708976104
10,0.4001291317253174
11,0.5189616927129558
12,0.20495092555447111
13,0.16596310942509268
14,0.3538271300417397
15,0.50443984509924
16,0.3946297994371436
17,0.2934894071422223
18,0.5514930027772814
19,0.10561327887431257
20,0.7185480181278691
21,0.24337316099258122
22,0.6805632460571978
23,0.06586318500233301
24,0.8118311874209712
25,0.290934181153548
26,0.16963469699552483
27,0.11813308618555021
28,0.3958739609418054
29,0.6239262387779916
30,0.16183681012496434
31,0.39359487711835844
32,0.6173554472638408
33,0.2050579904979821
34,0.5242078246062768
35,1.0
36,1.0
37,0.7709923664122136
38,0.1635265535663017
39,0.49409440443664226
40,0.877909807959599
41,0.4433011514670679
42,0.6896840844447302
43,0.8122305610077434
44,0.3106248503942801
45,0.4084005795889532
46,0.22162629305188827
47,0.2946402574423564
48,0.34345921939622576
49,0.5340671145208435
50,0.2226981867950934
51,0.013424430886277688
52,0.15413032098441667
53,0.0
54,0.9587628865979382
55,0.007122118384865554
56,0.12043422402090652
57,0.11413979172146235
58,0.6251215325565472
59,0.265694552149267
60,0.13175667908604755
61,0.45267388325066743
62,0.7450668936630578
63,0.8561580341733854
64,0.9973753280839897
65,0.9284213954502941
66,0.5808124195960692
67,0.9027306100053404
68,0.17609417957322188
69,0.28256090244244486
70,0.48536868935867905
71,0.6536234668057505
72,0.21629530026341276
73,0.32672220828029463
74,0.2500118601750981
75,0.542777763735099
76,0.38983593947625206
77,0.508924648184707
78,0.4860070298208542
79,0.14082484563841977
80,0.3938317450856774
81,0.521191204036926
82,0.44619507244595824
83,0.8113765695422068
84,0.4241960019197753
85,0.08206190198270288
86,0.35136300678701854
87,0.6124926539595899
88,0.34755498300015353
89,0.24937841123685045
90,0.8749782364599608
91,1.0
92,0.22884522951474967
93,0.007039915764029367
94,1.0
95,0.6469811122315546
96,0.5372674019034146
97,0.2757340357832521
98,0.16107014818438725
99,0.5221220336504496
