,hitrate
0,0.805961165973568
1,0.5082785980492276
2,1.0
3,0.5252731364243572
4,0.06720459715457368
5,0.391234949406398
6,1.0
7,0.02678875851432009
8,0.26426136696648045
9,0.8493877325848512
10,0.26807492588594267
11,0.5464102242280797
12,0.9530135454320856
13,0.10649834587823523
14,0.9829351535836178
15,0.1680017603907119
16,0.5010028445266678
17,0.5005945021582954
18,1.0
19,0.17877264179394084
20,0.4648651005894298
21,0.40812270980337334
22,0.2612313395210047
23,0.20408748013742845
24,0.8512593917028608
25,0.9687497692103989
26,0.4178545545981553
27,1.0
28,0.38423573861489835
29,0.48290980723662397
30,0.2932714967994375
31,0.03646965802016379
32,0.11508908946874426
33,0.26505294490760445
34,0.36271017237168013
35,0.0734672255440708
36,0.3049436700045171
37,0.6548991232466785
38,0.09770882439031912
39,0.22194486992890813
40,0.48686673396314867
41,0.208537578709265
42,0.6462961429482074
43,0.012449922681068808
44,0.45936820901255276
45,0.19053529884492146
46,0.2204015790210711
47,0.2897711474130331
48,0.5324129741240196
49,0.9376757024218281
50,0.03611876357238655
51,0.2158264878175621
52,1.0
53,0.19912549092144372
54,0.01819799381403993
55,0.17956513887745684
56,0.6106862087288011
57,0.4274375101300372
58,0.1000782806017924
59,0.19281433294372305
60,0.5230717958037912
61,1.0
62,0.26459835974208346
63,0.43009174866607064
64,0.5701881242056287
65,0.8959725055063171
66,0.10431454436040291
67,0.1649709518514049
68,0.5869704633282218
69,0.9215784992203796
70,0.7350680106272415
71,0.2741354888143816
72,0.4721405613766374
73,0.5816846425447266
74,0.18114561578678223
75,0.006613757000738635
76,0.2907015893376704
77,0.5086185122408396
78,0.2955383488428692
79,0.3324203679322786
80,0.2869461786895191
81,0.37374094792184465
82,0.9902720830178898
83,0.4397070496130517
84,0.9204219688916007
85,0.0905317073595394
86,0.4185339649367529
87,0.17474084046248278
88,0.9852528092999149
89,0.6254280773720743
90,0.5845007356929378
91,0.549547687947016
92,0.4177006083379753
93,0.8360932645195155
94,0.3556874250740939
95,0.5929877865365248
96,0.12160220970670683
97,0.16871922334824313
98,0.32415163716744455
99,0.23313043180957682
