,hitrate
0,0.9152813806017912
1,0.3569173289943552
2,0.0
3,0.07880778216162641
4,0.1713963055955283
5,0.0
6,0.39116914273462783
7,1.0
8,0.9444107175057
9,0.07324450440380965
10,0.0
11,0.0040464178352672886
12,0.13674712946571166
13,0.0
14,0.2875303566157107
15,0.6384525937066164
16,1.0
17,0.004897498640665717
18,0.4462089984987104
19,0.23251563880510884
20,0.0
21,0.4975377680614952
22,0.6685662683699046
23,0.3695410282660689
24,0.44580830590776754
25,0.10968042265176059
26,0.543848549753693
27,1.0
28,0.6419612363443291
29,0.30557660929489455
30,0.7514075841023524
31,0.2913429304570599
32,0.5055126832729707
33,0.5929800454338099
34,0.40592219994529466
35,0.0
36,0.24619890601696925
37,0.14499527620523672
38,0.30386307726759865
39,0.5040646041257141
40,0.038246985677705195
41,0.3925613863697069
42,0.05213753762681755
43,0.024801588299152588
44,0.6026432316977152
45,0.01015812905495336
46,0.0
47,0.4417064408524853
48,0.218681065895514
49,0.03533648385302777
50,0.0
51,0.6276279260660805
52,0.6038096090957888
53,0.31559366465263555
54,0.6447090508496156
55,0.5445636367137349
56,0.0
57,0.3037747959408166
58,0.8301219983229482
59,0.6777163298664143
60,0.5516280163361055
61,0.1422152072362259
62,0.7473813022660851
63,0.005367667338607862
64,0.16575848286895434
65,0.02231168682132996
66,0.0
67,0.2566034709379898
68,0.6133547004161819
69,0.1063426115647251
70,0.1940190939351021
71,0.0
72,0.4023032292811624
73,0.39528199588719826
74,0.19597576578177558
75,0.0
76,0.48815624678411923
77,0.48415968287276934
78,0.0
79,0.7130658819626039
80,0.0
81,0.29479454201610145
82,0.8164755772149658
83,0.534196933811481
84,0.008162943266256741
85,0.0
86,0.4780658455919552
87,0.05222644799144084
88,0.09990849378225544
89,0.0
90,0.04181940600121595
91,0.1935682359351617
92,0.0669458660725866
93,0.0
94,0.23370318104383925
95,0.2290671055376073
96,0.25099842325082006
97,0.9788669271766491
98,0.18317843098636383
99,0.0
