,hitrate
0,0.6474811995829365
1,0.613597804594433
2,0.9260722066052554
3,0.26051417600676346
4,0.3300272955845447
5,0.42490710824745803
6,0.32452348783635065
7,0.0
8,0.6597253548277339
9,0.6406913653979524
10,0.9357907636691039
11,0.0
12,0.2358243309099431
13,0.4091889990698006
14,0.12183317500537284
15,0.23455602765609265
16,0.06416720586820047
17,1.0
18,0.0
19,0.43003364737906963
20,0.28528815439500993
21,0.15872797648365172
22,0.024973041738493955
23,0.0
24,1.0
25,0.7367933057732309
26,1.0
27,0.1336360753360208
28,0.5532651264479743
29,1.0
30,1.0
31,0.69054520273528
32,1.0
33,0.3288492381208999
34,1.0
35,0.3301513047106553
36,0.2423863367216522
37,0.5700299442199981
38,0.2225935539448786
39,0.1778521482342293
40,0.4708029948924328
41,0.5438004956761968
42,1.0
43,0.9449897077199907
44,0.595549343333664
45,1.0
46,0.9749701434243019
47,0.007820212288561565
48,0.46817096564491373
49,0.0
50,0.5893776975605801
51,0.17877971171606932
52,0.33289483136207004
53,0.20954512203314532
54,0.49287529115151485
55,0.18718230556540452
56,0.5045195478000559
57,0.6235375960333348
58,0.5482490375757672
59,0.28327725465232
60,0.8956328651404942
61,0.6690919277369882
62,0.31301688788933585
63,0.3299175143462271
64,1.0
65,0.18513566716692112
66,0.8005203641900842
67,0.5172388992480567
68,0.7218580861944179
69,0.3542981015135831
70,0.3450084378647267
71,0.0
72,0.013222108962501573
73,0.12416376783970719
74,0.8525549056395542
75,1.0
76,0.0
77,0.3446761824051811
78,0.9570371072575953
79,0.27188692065389397
80,0.5501318593807885
81,0.9980033277870217
82,0.47096094288025514
83,0.0
84,0.2718344661399562
85,0.0021235466612538113
86,0.4139785055446547
87,1.0
88,0.7979081060889056
89,0.7630757744031293
90,0.9662162162162162
91,0.4483463329361007
92,0.5066465657640316
93,1.0
94,0.33568706815934574
95,1.0
96,0.2653147690917334
97,0.349210101689345
98,1.0
99,0.48033960063055753
