,hitrate
0,0.47546719373273405
1,0.5040693219856177
2,0.07339844134975405
3,0.6865421832258684
4,0.655675989050446
5,0.26230281405350064
6,0.3773599947046621
7,0.6583667106857995
8,0.4807380006845795
9,0.29749596604959827
10,0.4946792658321616
11,0.7751857568640534
12,0.30077674504150537
13,0.5378976093121199
14,0.6504098639547993
15,0.2664880415383336
16,0.5879891099784966
17,0.6229570478057115
18,0.23942372946221663
19,0.7426636441762711
20,0.17393738197386288
21,0.6240766603294503
22,0.4327916778805358
23,0.2665451277635509
24,0.386845097516232
25,0.44103294608925875
26,0.5367880299381885
27,0.5517725287786367
28,0.4770192907477805
29,0.44738275102939845
30,0.3224079299400226
31,0.8057411468086229
32,0.055779614119648345
33,0.24256132578567757
34,0.7103694941414342
35,0.3940294690748477
36,0.5591453139862427
37,0.24883324019987027
38,0.6914839912913099
39,0.6707143134986051
40,0.73356625445218
41,0.8400031155814819
42,0.46375879191041014
43,0.37648919730166513
44,0.29601889850395924
45,0.6401011545823452
46,0.28681959428657716
47,0.30419916326887
48,0.522583915106235
49,0.3178141750513841
50,0.6917809850186549
51,0.5675416371623645
52,0.29493774498467235
53,0.3061562655061037
54,0.6361454549071045
55,0.32414157430648666
56,0.4605093995231184
57,0.5879843434511829
58,0.44069375200808
59,0.5423129561579803
60,0.8879931423810608
61,0.4135566368322125
62,0.6629087534979493
63,0.6217947246390858
64,0.3649644728896816
65,0.41427358717088636
66,0.34036103622071123
67,0.5299023564835805
68,0.6147451467345657
69,0.42961576768706916
70,0.45656781103082184
71,0.24469423599284945
72,0.4868568408473269
73,0.2769222161182274
74,0.4793478353886187
75,0.29385405027968925
76,0.4004716529085784
77,0.24466720418756455
78,0.8273561901080444
79,0.3466242534225345
80,0.8408738675210621
81,0.8884220165953888
82,0.42001778891613023
83,0.2876713470719137
84,0.25328292627945526
85,0.2320781658599657
86,0.7947495264427524
87,0.6371910160968987
88,0.5550211422462827
89,0.36786832349465115
90,0.6037465008701032
91,0.29039997032701903
92,0.7055389446605131
93,0.5054964788659724
94,0.7543731509895047
95,0.6362755203455184
96,0.148406555727653
97,0.641093182624768
98,0.403367191324455
99,0.6010755766031574
