,hitrate
0,0.3905834201505281
1,0.534790782752122
2,0.0
3,0.5847914359154268
4,0.49133698495550476
5,0.7468919472495767
6,0.5878597673725549
7,0.5241357321158566
8,0.127206023810249
9,0.7432539742089965
10,0.2008216348070149
11,0.07149964078928929
12,0.4528836646938928
13,0.4233151813247487
14,1.0
15,0.7747013376448808
16,0.0
17,0.6329274767068326
18,0.008554513855725513
19,0.6308761827207593
20,0.7969054115341375
21,0.20669036663019857
22,0.15664994148215663
23,0.4983103634727551
24,0.5739697662975138
25,0.5769148980499479
26,0.10384741803774027
27,0.15245971643512482
28,0.3506224212805162
29,0.9010421035726656
30,0.9056056058845873
31,0.7609099533018006
32,0.0
33,0.9813188854136278
34,0.5870093009869394
35,0.7172034166151928
36,0.0
37,0.004155561307012999
38,0.08305636976678156
39,1.0
40,0.6088995499436677
41,0.8014301697069728
42,0.7741095631654539
43,0.37636622170461487
44,0.0
45,0.3864064688896947
46,0.0
47,0.3839005651228795
48,0.3840959638428313
49,0.6904308699414319
50,0.19901813304829724
51,0.2516972098431342
52,0.011674905402165568
53,0.4421591654501852
54,1.0
55,0.0017235112090293982
56,0.19121793100230014
57,0.034469323817481794
58,0.0
59,0.15175377773878823
60,0.7647940985931572
61,0.2062306692886223
62,0.5317013958991439
63,0.33488145774494815
64,0.581959240786978
65,0.6059178908494219
66,0.4792119416818745
67,0.7649807847782896
68,0.4929077069582526
69,0.364977164781133
70,0.19595736729781696
71,0.18281562829545475
72,0.7003791810769215
73,0.08938468727743433
74,0.1334510147354528
75,0.8161506526293216
76,1.0
77,1.0
78,0.529488477964705
79,0.7607993723076717
80,0.0833040829394886
81,0.7624719249842064
82,0.3285512234650318
83,0.4810040112510997
84,0.7274460003175802
85,0.12870244843876547
86,0.6435457177232909
87,0.2385580876794989
88,0.1502697345708294
89,1.0
90,0.08894316919072652
91,0.09821868101875296
92,0.3301513047106553
93,0.6183208946012995
94,0.5164416317398729
95,0.0
96,0.29797237808839444
97,0.1628620962006931
98,0.0
99,0.6842877881289243
